URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.at/fhir/HL7ATCoreProfiles/4.0.1/ValueSet/at-core-valueset-vbpk,2.1.0,active,,HL7ATCoreValueSetvbPK,HL7® AT Core ValueSet for the vbpk system,"HL7® AT Core ValueSet for the vbpk system","StructureDefinition/at-core-practitioner,StructureDefinition/at-core-patient","Other"
