URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.hl7.at/tc/wg/scheduling/r5/ValueSet/AtSchedulingServiceType,0.2.0,draft,,AtSchedulingServiceType,AT Scheduling Service Type,"This is a placeholder for a ValueSet of bookable service types. The contained value just serves as an example and is not guaranteed to ",,"THO"
