URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.hl7.at/elga/emed/r4/CodeSystem/AtElgaEmedCodeSystemDosageCategory,0.1.1,active,,AtElgaEmedCodeSystemDosageCategory,ELGA Dosage Category Status CodeSystem,"Zulässige Ausprägungen der Kategorie einer Dosierung in ELGA.",
https://fhir.hl7.at/elga/emed/r4/CodeSystem/AtElgaEmedCodeSystemPlaneintragStatusReasonCS,0.1.1,active,,AtElgaEmedCodeSystemPlaneintragStatusReasonCS,ELGA e-Med MedicationRequest Planeintrag StatusReason CodeSystem,"Codesystem für zulässige Ausprägungen des StatusReason eines Medikationsplaneintrags (MedicationRequest).",
https://fhir.hl7.at/elga/emed/r4/CodeSystem/ElgaListEntryFlagCS,0.1.1,active,,ElgaListEntryFlagCS,ELGA List.entry.flag CodeSystem,"CodeSystem für zulässige Ausprägungen des Flags eines List.Entries in ELGA.",
https://fhir.hl7.at/elga/emed/r4/CodeSystem/MedicationRequestCategoryCS,0.1.1,active,,MedicationRequestCategoryCS,ELGA e-Med MedicationRequest Kategorie CodeSystem,"Codesystem für zulässige Ausprägungen der MedicationRequest Kategorie. Dient der Unterscheidung von geplanten Abgaben und Medikationsplaneinträgen.",
https://termgit.elga.gv.at/CodeSystem/medikationrezeptart,0.1.1,active,"1.2.40.0.10.1.4.3.4.3.3",medikationrezeptart,MedikationRezeptart,"**Description:** ELGA Codelist for Prescription type  **Beschreibung:** ELGA Codeliste für RezeptArt",
