URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/event-timing,5.0.0,active,"2.16.840.1.113883.4.642.3.75",EventTiming,EventTiming,"Real-world event relating to the schedule.","StructureDefinition/eMed-request","THO (V3),hl7.fhir.r5.core"
