URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://fhir.hl7.at/elga-austrianpatientsummary-r4/ValueSet/at-aps-allergyorintoleranceagent,0.1.0,active,,AtApsAllergyOrIntoleranceAgent,AT APS Allergy or Intolerance Agent,"This value set extends the existing value set from ELGA GmbH.",,"SCT"
https://fhir.hl7.at/elga-austrianpatientsummary-r4/ValueSet/at-aps-immunization-vaccine-codes,0.1.0,active,,AtApsImmunizationVaccineCodes,AT APS Immunitzation Vaccine Codes,"This value set extends the existing vaccine codes from ELGA GmbH.",,"SCT"
https://fhir.hl7.at/elga-austrianpatientsummary-r4/ValueSet/at-aps-medicaldevice,0.1.0,active,,AtApsMedicalDevice,AT APS Medical Device,"This value set extends the existing value set from ELGA GmbH.",,"SCT"
https://fhir.hl7.at/elga-austrianpatientsummary-r4/ValueSet/at-aps-problems,0.1.0,active,,AtApsProblems,AT APS Problems,"This value set collects the different code systems which are used for the AT APS Condition code.",,"SCT,LOINC,Other"
