URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-allergyintolerance-code,0.1.0,active,,AtEDiagAllergyIntoleranceCode,AT e-Diagnose AllergyIntolerance Code,"Value-Set für die Codierung von Allergien und Intoleranzen.",,"SCT"
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-condition-code,0.1.0,active,,AtEDiagConditionCode,AT e-Diagnose Condition Code,"Value-Set für die Codierung von Diagnosen.",,"SCT"
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-list-code-vs,0.1.0,draft,,AtEdiagListCodeVS,ELGA AT e-Diagnose List Entry Code Value Set,"ValueSet mit zulässigen Codes für das Flag eines List-Entries in ELGA.",,"LOINC"
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-list-emptyreason-vs,0.1.0,draft,,AtEdiagListEmptyReasonVS,ELGA List Empty Reason Value Set,"ValueSet für zulässige Ausprägungen des Elements emptyReason einer Liste.",,"THO"
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-procedure-code,0.1.0,active,,AtEDiagProcedureCode,AT e-Diagnose Procedure Code,"Value-Set für die Codierung von Prozeduren.",,"SCT"
https://fhir.hl7.at/elga/ediag/r4/ValueSet/at-ediag-reaction-time-vs,0.1.0,active,,AtEdiagReactionTimeVS,AT e-Diagnose Reaction Time Value Set,"ValueSet mit zulässigen Ausprägungen der Reaktionszeit einer allergischen Reaktion.",,"Internal"
