URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.at/fhir/HL7ATCoreProfiles/4.0.1/ValueSet/at-elga-vs-countryCodes,0.9.1,active,"1.2.40.0.34.10.172",ELGAVSCountryCodes,ELGA Country Code Value Set,"Value Set for ISO 3166-1 alpha 3 used in ELGA. Also accessible on [Termpub - ValueSet - ELGA Ländercodes](https://termpub.gesundheit.gv.at:443/TermBrowser/gui/main/main.zul?loadType=ValueSet&loadName=ELGA_Laendercodes).",,"Internal"
http://hl7.at/fhir/HL7ATCoreProfiles/4.0.1/ValueSet/at-elga-vs-religion,0.9.1,active,"1.2.40.0.34.10.18",ELGAVSReligion,ELGA Religion Value Set,"Set of religious affiliations to be used in ELGA. It is preferred to use entries of the first level hierachy (1-L). Also accessible on [Termpub - ValueSet - ELGA ReligiousAffiliation](https://termpub.gesundheit.gv.at:443/TermBrowser/gui/main/main.zul?loadType=ValueSet&loadName=ELGA_ReligiousAffiliation).",,"Internal"
