URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/Subject-ips","THO (V2)"
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/diab-careplan","SCT"
http://hl7.org/fhir/ValueSet/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.111",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","StructureDefinition/diab-careplan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/diab-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/uv/ips/ValueSet/problems-snomed-absent-unknown-uv-ips,1.1.0,active,,ProblemsSnomedAbsentUnknownUvIps,Problems - SNOMED CT + Absent/Unknown - IPS,"This value set includes codes from SNOMED Clinical Terms®:  descendants of 404684003 \|Clinical finding (finding) \|, descendants of 243796009 \|Situation with explicit context (situation)\| and descendants of 272379006 \|Event (event)\| but excludes descendants of 71388002 \|Procedure (procedure)\|, as they are expected to be represented separately in the History of Procedures Section.","StructureDefinition/ProblemList-ips",
http://terminology.hl7.org/ValueSet/v3-ActCode,3.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/diab-composition","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/diab-composition","THO (V3)"
https://fhir.hl7.at/elga-iv-diabetes-r4/ValueSet/diab-careplan-education-vs,0.1.1,draft,,DiabCareplanEducationVS,Diabetes Behandlungsplan Schulungen VS,"Diabetes Behandlungsplan Schulungen VS","StructureDefinition/diab-careplan","SCT"
https://fhir.hl7.at/elga-iv-diabetes-r4/ValueSet/diagnose,0.1.1,draft,,Diagnose,Diagnose,"Klassifikation der Herzinsuffizienz auf Basis der LVEF",,"SCT"
https://fhir.hl7.at/elga-iv-diabetes-r4/ValueSet/fussdiagnose,0.1.1,draft,,Fussdiagnose,Fußdiagnose,"Klassifikation der Herzinsuffizienz auf Basis der LVEF",,"SCT"
https://fhir.hl7.at/elga-iv-diabetes-r4/ValueSet/komplikationsdiagnose,0.1.1,draft,,Komplikationsdiagnose,Komplikationsdiagnose,"Klassifikation der Herzinsuffizienz auf Basis der LVEF",,"SCT"
https://fhir.hl7.at/elga-iv-diabetes-r4/ValueSet/nebendiagnose,0.1.1,draft,,Nebendiagnose,Nebendiagnose,"Klassifikation der Herzinsuffizienz auf Basis der LVEF",,"SCT"
