URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.hl7.at/fhir/ATMessaging/0.1.0/CodeSystem/at-messaging-endpoint-type,0.1.0,draft,,ATMessagingEndpointType,AT Messaging Endpoint Type,"Endpoint Type Coding to encode Messaging Systems the message is transported over.",
http://fhir.hl7.at/fhir/ATMessaging/0.1.0/CodeSystem/at-messaging-event-type,0.1.0,draft,,ATMessagingEventType,AT Messaging Event Type,"Event Coding for discriminating messages on the receiver.",
