URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://elga.moped.at/ValueSet/LKFmedizinischeEinzelleistungenVS,0.1.0,draft,,LKFmedizinischeEinzelleistungenVS,LKF medizinische Einzelleistungen (MEL),"LKF medizinische Einzelleistungen (MEL)",,"Internal"
https://elga.moped.at/ValueSet/MopedClaimItemCategoryVS,0.1.0,draft,,MopedClaimItemCategoryVS,Moped Claim Item Category ValueSet,"ValueSet für die Arten von Claim Item Kategorien",,"Internal"
https://elga.moped.at/ValueSet/MopedEncounterStatusAufnahmeVS,0.1.0,draft,,MopedEncounterStatusAufnahmeVS,Encounter Status bei der Aufnahme,"Varianten des Encounter Status bei der Aufnahme",,"hl7.fhir.r5.core"
https://elga.moped.at/ValueSet/MopedEncounterStatusEntlassungVS,0.1.0,draft,,MopedEncounterStatusEntlassungVS,Encounter Status bei Entlassung,"Varianten des Encounter Status bei Entlassung",,"hl7.fhir.r5.core"
https://elga.moped.at/ValueSet/MopedEncounterStatusVS,0.1.0,draft,,MopedEncounterStatusVS,Encounter Status in Moped,"Varianten des Encounter Status bei Aufenthalten in Moped",,
https://elga.moped.at/ValueSet/MopedEncounterTypesVS,0.1.0,draft,,MopedEncounterTypesVS,Arten von Moped Encounter,"Arten von Moped Encounter",,"Internal"
https://elga.moped.at/ValueSet/MopedPaymentTypesVS,0.1.0,draft,,MopedPaymentTypesVS,Arten von Moped Payment Types VS,"Arten von Moped Payment Types VS",,"Internal"
https://elga.moped.at/ValueSet/MopedRelatedPersonRelationshipTypeVS,0.1.0,draft,,MopedRelatedPersonRelationshipTypeVS,MOPED RelatedPerson Relationship Type ValueSet,"A value set containing codes for the type of relationship of a related person to the patient.",,"THO (V3)"
https://elga.moped.at/ValueSet/SonderklasseVS,0.1.0,draft,,SonderklasseVS,Sonderklasse ValueSet,"ValueSet für die Klasse (KaOrg)",,"Internal"
https://elga.moped.at/ValueSet/SpezielleOrganisationsformVS,0.1.0,draft,,SpezielleOrganisationsformVS,Spezielle Organisationsform,"Die spezielle Organisationsform der stationären Versorgung ist im Kostenstellenplan  zusätzlich zum Funktionscode mit einer entsprechenden Kennzeichnung zu versehen.",,"Internal"
https://elga.moped.at/ValueSet/TransportartVS,0.1.0,draft,,TransportartVS,Transportart,"ValueSet für die Transportart des Patienten",,"Internal"
https://elga.moped.at/ValueSet/UrsacheVS,0.1.0,draft,,UrsacheVS,Ursache für Behandlung,"ValueSet für die Ursache der Behandlung laut Ka-Org",,"Internal"
https://elga.moped.at/ValueSet/VAEStatusVS,0.1.0,draft,,VAEStatusVS,Status der Versichertenanspruchserklärung,"Status der Versichertenanspruchserklärung",,"Internal"
https://elga.moped.at/ValueSet/VAESupportingInformationCategoryVS,0.1.0,draft,,VAESupportingInformationCategoryVS,MOPED VAESupportingInformationCategory,"Arten von zusätzlichen Informationen in der VAE",,"Internal"
https://elga.moped.at/ValueSet/VerdachtArbeitsSchuelerunfallVS,0.1.0,draft,,VerdachtArbeitsSchuelerunfallVS,Verdacht auf Arbeits- oder Schuelerunfall ValueSet,"ValueSet für den Verdacht auf einen Arbeits- oder Schuelerunfall",,"Internal"
https://elga.moped.at/ValueSet/VerpflegskostenBeitragsbefreiungVS,0.1.0,draft,,VerpflegskostenBeitragsbefreiungVS,Befreiung für den Verpflegskostenbeitrag,"Befreiung für den Verpflegskostenbeitrag",,"Internal"
https://elga.moped.at/ValueSet/WorkflowStatusVS,0.1.0,draft,,WorkflowStatusVS,Workflow Status eines Falls,"ValueSet für die Statusoptionen in denen sich ein Fall befinden kann.",,"Internal"
https://elga.moped.at/ValueSet/ZahlungskennzeichenVS,0.1.0,draft,,ZahlungskennzeichenVS,ValueSet Zahlungskennzeichen ARK,"ValueSet für das Zahlungskennzeichen ARK",,"Internal"
