URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.at/fhir/TC-FHIR-AG-Scheduling-R5/R5/ValueSet/AtSchedulingServiceType,0.1.0,draft,,AtSchedulingServiceType,,"ToDo","StructureDefinition/at-scheduling-appointment,StructureDefinition/at-scheduling-slot,StructureDefinition/at-scheduling-healthcareservice,StructureDefinition/at-scheduling-schedule",
