URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.hl7.at/core/r5/ValueSet/at-funktionscode-vs,2.1.0,draft,,ATFunktionscodeVS,ValueSet for Austrian Funktionscodes Excerpt,"ValueSet for Austrian Funktionscodes Excerpt","StructureDefinition/at-core-HealthcareService","Internal"
